Game,Date,AwayTeam,AwayScore,HomeTeam,HomeScore,HomeResult,a_days_of_rest,a_CA,a_CF,a_FA,a_FF,a_GA,a_GF,a_HDCA,a_HDCF,a_HDGA,a_HDGF,a_HDSA,a_HDSF,a_LDCA,a_LDCF,a_LDGA,a_LDGF,a_LDSA,a_LDSF,a_MDCA,a_MDCF,a_MDGA,a_MDGF,a_MDSA,a_MDSF,a_PDO,a_SA,a_SCA,a_SCF,a_SF,a_xGA,a_xGF,h_days_of_rest,h_CA,h_CF,h_FA,h_FF,h_GA,h_GF,h_HDCA,h_HDCF,h_HDGA,h_HDGF,h_HDSA,h_HDSF,h_LDCA,h_LDCF,h_LDGA,h_LDGF,h_LDSA,h_LDSF,h_MDCA,h_MDCF,h_MDGA,h_MDGF,h_MDSA,h_MDSF,h_PDO,h_SA,h_SCA,h_SCF,h_SF,h_xGA,h_xGF
"2023-12-23 - TOR 4, CBJ 1",2023-12-23,TOR,4,CBJ,1,Lost,1.0,52.766,45.099,37.21,31.800000000000004,2.183,2.395,10.208,10.032,0.898,1.5870000000000002,6.912000000000001,7.397999999999999,27.117,23.555,0.4819999999999999,0.205,11.139,8.684999999999999,14.611,13.914,0.806,0.593,6.583,6.146,1.0235,26.135,24.923,23.97,23.407,2.3440000000000003,2.0490000000000004,1.0,51.652,46.639,37.297,32.95,2.432,1.844,10.288,8.600999999999999,1.534,0.781,6.639,4.963,28.582,26.873,0.107,0.299,12.049,10.675,14.569,12.554,0.79,0.7729999999999999,5.757,5.515000000000001,0.9956,25.782,24.809,21.195,22.269,2.391,1.812
"2023-12-23 - BOS 2, MIN 3",2023-12-23,BOS,2,MIN,3,Won,0.0,47.218,47.659,34.611,34.379999999999995,1.702,1.6780000000000002,9.526,9.993,1.084,0.897,6.4670000000000005,6.735000000000001,25.426,27.277,0.0,0.571,9.779,10.741,14.563,12.153,0.61,0.19,6.904999999999999,5.203,1.0075999999999998,24.256,24.155,22.115,23.291,2.266,2.254,1.0,40.645,49.018,29.907,33.425,1.146,2.462,6.866,8.88,0.6620000000000001,1.757,4.763,5.777,26.655,25.568,0.095,0.0,10.043,8.489999999999998,11.132,15.811000000000002,0.391,0.691,5.632,6.803,1.0638,21.395,18.106,24.577,21.91,1.6490000000000002,1.932
"2023-12-23 - DET 2, NJ 3",2023-12-23,DET,2,NJ,3,Won,0.0,53.537,40.434000000000005,39.392,29.124,2.804,2.298,9.91,7.117,1.719,1.4149999999999998,7.036999999999999,5.106,32.269,23.661,0.594,0.36,12.347,8.785,15.408,12.053,0.483,0.506,7.143000000000001,5.119999999999999,0.9999,27.507,25.212,19.231,20.569000000000003,2.208,1.771,1.0,44.865,49.469,33.232,34.233,2.429,2.333,9.447,9.751,1.815,1.4209999999999998,6.397,6.155,23.198,30.045,0.287,0.183,8.918,11.013000000000002,12.196000000000002,13.397,0.308,0.721,5.408,5.091,0.9893,22.615,21.65,23.19,23.113,2.114,2.348
"2023-12-23 - PIT 4, OTT 5",2023-12-23,PIT,4,OTT,5,Won,1.0,49.376,46.647,35.874,32.847,1.661,1.1969999999999998,10.326,7.906999999999999,1.368,0.603,6.4030000000000005,5.577,26.96,25.704,0.0,0.1889999999999999,9.878,10.4,13.02,13.996,0.297,0.403,5.675,5.3950000000000005,0.9857,22.732,23.345,22.003000000000004,22.841,2.188,1.96,1.0,45.521,47.982,32.876,33.782,1.959,2.331,8.065,10.471,0.8950000000000001,1.616,5.362,7.589999999999999,25.654000000000003,27.888,0.184,0.409,9.721,11.094,15.28,9.611,0.884,0.298,7.407999999999999,4.12,1.0114,23.537,23.393,20.087,24.436,1.9,2.017
"2023-12-23 - TB 2, WSH 1",2023-12-23,TB,2,WSH,1,Lost,1.0,48.365,44.214000000000006,33.857,30.808000000000003,1.971,2.218,8.081,8.99,0.501,1.512,5.802999999999999,5.696000000000001,27.368,25.34,0.898,0.43,11.12,9.311,14.720000000000002,11.931,0.5960000000000001,0.298,6.244999999999999,6.004,1.0209,24.3,22.903,20.891,21.672,2.087,1.93,1.0,47.819,41.362,35.828,27.964,2.034,1.596,8.924,8.534,1.245,0.9200000000000002,5.932,5.096,28.892000000000003,23.058,0.183,0.19,11.434,7.683,13.128,12.124,0.593,0.494,6.386,5.526999999999999,0.9911,24.427,22.129,20.602,18.916,2.049,1.874
"2023-12-23 - BUF 3, NYR 4",2023-12-23,BUF,3,NYR,4,Won,1.0,48.086,47.734,34.337,36.191,1.802,2.386,12.078,8.925,0.8939999999999999,0.89,7.473000000000001,5.971,25.771,26.315999999999995,0.5050000000000001,0.3829999999999999,9.346,10.741,13.138,15.269,0.404,1.109,4.919,8.44,1.0103,22.268,25.211,24.268,26.392000000000003,2.382,2.17,0.0,47.188,46.253,35.143,33.065000000000005,2.617,1.867,10.11,9.275,1.317,1.003,6.549,6.522,26.186,23.686,0.111,0.088,9.986,9.083,13.54,14.356,1.19,0.786,6.65,7.136,0.9681,24.655,23.624,23.703,24.227,2.395,2.221
"2023-12-23 - SEA 3, ANA 2",2023-12-23,SEA,3,ANA,2,Lost,2.0,45.701,48.737,34.16,33.212,1.519,1.771,8.05,10.041999999999998,1.315,1.097,5.869999999999999,5.542,28.587,28.422000000000004,0.093,0.283,10.963,11.127,12.325,13.043,0.105,0.388,5.492,5.6,1.0036999999999998,23.865,20.324,23.203,23.392,2.013,1.978,1.0,42.24400000000001,40.906000000000006,31.068,29.916,2.007,1.219,9.138,7.253,0.903,0.6900000000000001,6.492,4.699,24.091,25.541,0.193,0.111,9.578,9.951,11.304,10.805,0.898,0.409,5.6450000000000005,5.246,0.978,22.361,20.397,18.116,20.802,1.987,1.864
"2023-12-23 - CHI 5, STL 7",2023-12-23,CHI,5,STL,7,Won,0.0,56.299,37.235,38.596,26.998,2.1990000000000003,1.36,12.181,7.072,1.598,0.666,7.001,5.2490000000000006,31.188,21.399,0.317,0.199,11.262,7.49,15.925,11.223,0.299,0.497,7.386,4.8,0.9835,26.987,28.105,18.315,18.347,2.462,1.659,1.0,46.664,47.135000000000005,34.917,35.145,2.601,1.7719999999999998,9.987,7.872,1.501,1.175,6.793000000000001,5.290000000000001,26.759,26.236,0.624,0.0,9.804,11.004,12.657,14.928,0.399,0.595,5.69,7.422,0.9558,23.951,22.611,22.924,25.127,2.349,1.996
"2023-12-23 - ARI 1, COL 4",2023-12-23,ARI,1,COL,4,Won,1.0,50.4,44.749,36.503,31.421000000000003,1.593,2.075,10.008,8.55,1.088,1.074,5.815,5.473,29.004,24.878,0.0,0.0,10.772,8.44,14.153,14.179000000000002,0.4880000000000001,0.993,6.197,5.465,1.0318,24.141,24.178,22.712,19.943,2.1700000000000004,1.986,1.0,49.440000000000005,49.557,35.343,35.284,2.446,2.122,9.782,9.83,1.205,1.3219999999999998,7.124,6.766,29.360000000000003,27.165,0.4269999999999999,0.302,11.305,10.696000000000002,11.882,13.95,0.8160000000000001,0.499,5.662,6.272,0.9917,25.432,21.615,23.803000000000004,24.857,2.209,2.127
"2023-12-23 - CGY 3, LA 5",2023-12-23,CGY,3,LA,5,Won,1.0,49.006,43.956,32.75,31.993,2.212,1.886,7.4,8.770999999999999,1.515,0.589,5.072,5.758,29.047,26.494,0.199,0.7100000000000001,11.971,10.148,14.057,11.260000000000002,0.48,0.602,5.931,5.613,0.9924,24.395000000000003,21.42,20.059,22.586,1.785,1.926,2.0,41.238,57.826,28.748,44.21,1.6169999999999998,1.526,8.216,10.778,0.8969999999999999,1.118,5.273999999999999,6.794,20.854000000000003,36.948,0.0,0.323,7.659000000000001,16.467,12.313,13.631,0.7110000000000001,0.104,4.914,6.27,0.9657,18.959,20.546,24.394,31.465000000000003,1.892,2.622
"2023-12-23 - SJ 4, VAN 7",2023-12-23,SJ,4,VAN,7,Won,1.0,57.46,44.493,41.61900000000001,30.838,2.669,1.8400000000000003,11.662,9.177,1.377,1.231,7.742,5.906000000000001,31.825,24.358,0.2009999999999999,0.311,11.905,9.699000000000002,18.27,11.859,1.081,0.307,6.933,4.823,0.9829,27.427,29.813,21.071,21.425,2.787,1.979,1.0,44.878,39.096,33.105000000000004,29.473000000000003,1.817,2.916,9.272,8.544999999999998,1.434,1.982,6.488,6.147,27.984,22.217,0.0,0.21,10.424,8.645,11.155,11.446,0.407,0.714,5.379,4.804,1.0628,23.209,20.451,19.987,20.342,2.106,1.923
"2023-12-27 - CBJ 3, NJ 4",2023-12-27,CBJ,3,NJ,4,Won,3.0,50.70399999999999,45.233,35.882,31.529000000000003,2.337,1.644,10.507,8.634,1.3299999999999998,0.7769999999999999,6.921000000000001,5.105,27.901,25.466,0.212,0.193,11.467,9.901,14.011,12.257,0.79,0.6779999999999999,5.511,4.881,0.9944,25.402,24.4,20.976,20.942,2.318,1.795,3.0,44.019,47.14,32.688,32.953,2.1060000000000003,2.422,9.436,9.231,1.493,1.514,6.385,5.9910000000000005,22.972,28.651,0.281,0.2719999999999999,9.102,10.778,11.713,12.368,0.308,0.618,4.970000000000001,4.544,1.013,22.449,21.172,21.616,22.043,2.077,2.169
"2023-12-27 - WSH 1, NYR 5",2023-12-27,WSH,1,NYR,5,Won,3.0,49.158,43.819,36.555,29.199,1.858,1.374,8.978,8.280000000000001,0.966,0.6970000000000001,5.908,4.508,29.532,24.943,0.183,0.19,11.074000000000002,9.088,13.707,12.815,0.6980000000000001,0.494,6.239,5.801,0.9798,23.869,22.748,21.065,20.026,2.011,1.871,3.0,46.43,46.576,34.597,33.434999999999995,2.8270000000000004,1.747,10.037,8.731,1.418,0.784,6.503,6.117,26.489,23.691,0.111,0.183,10.079,8.989,12.953,15.011999999999995,1.303,0.786,6.358,7.814,0.9536,24.189,22.984,23.808,24.314,2.4210000000000003,2.156
"2023-12-27 - FLA 3, TB 2",2023-12-27,FLA,3,TB,2,Lost,3.0,38.407,58.053,29.225,41.478,2.019,1.7709999999999997,8.779,11.299,1.2040000000000002,0.7859999999999999,6.301,6.693,19.723,33.813,0.0,0.184,7.298999999999999,13.061000000000002,10.935,16.186,0.8130000000000001,0.701,5.186,6.752,0.9581,20.318,19.717,27.519,27.794,1.887,2.687,3.0,48.719,45.572,32.863,31.151,1.474,2.324,8.166,9.068,0.499,1.512,5.744000000000001,5.642,27.732,25.794,0.6849999999999999,0.43,11.243,9.229,14.463000000000005,12.41,0.298,0.403,6.009,5.657,1.0455,23.957,22.761,21.425,21.1,1.991,1.916
"2023-12-27 - OTT 4, TOR 2",2023-12-27,OTT,4,TOR,2,Lost,3.0,46.044,47.763,32.651,33.370999999999995,2.2630000000000003,2.524,8.463000000000001,9.875,1.102,1.809,5.558,7.087000000000001,25.513,28.029000000000003,0.2779999999999999,0.409,9.54,11.123,15.055,9.691,0.884,0.298,7.205,4.109,1.0134,23.336,23.557,19.564,23.817,1.9170000000000005,1.95,3.0,49.871,46.152,35.078,32.194,2.169,2.409,9.665,10.236,0.884,1.495,6.712000000000001,7.233999999999999,24.582,24.195,0.4819999999999999,0.31,10.838,8.949,14.066,14.415,0.806,0.593,6.015,6.006,1.0219,24.765,23.867,24.633000000000003,23.461,2.248,1.969
"2023-12-27 - BOS 4, BUF 1",2023-12-27,BOS,4,BUF,1,Lost,3.0,47.594,46.858,35.001,33.265,1.895,1.586,9.682,9.253,1.277,0.798,6.456,5.944999999999999,25.898000000000003,27.302,0.0,0.476,9.566,10.492,14.857,11.731,0.61,0.292,7.187,4.802,0.9978,24.301,24.609,20.96,22.062,2.286,2.151,3.0,45.45700000000001,50.325,32.106,38.041,1.698,2.489,10.543,9.544,0.791,0.889,6.4430000000000005,6.276000000000001,25.209,28.001,0.6000000000000001,0.3829999999999999,8.786,11.626,13.115,15.72,0.309,1.217,5.389,8.365,1.0091,21.064,23.634,25.334000000000003,27.438,2.146,2.354
"2023-12-27 - PIT 7, NYI 0",2023-12-27,PIT,7,NYI,0,Lost,3.0,46.068,46.627,33.417,32.419,1.953,1.193,9.783,7.993,1.66,0.605,6.142,5.673,25.656,25.75,0.0,0.283,8.95,10.384,11.87,13.872,0.297,0.298,5.19,5.301,0.9662,21.153,21.652,21.962,22.82,2.051,1.959,3.0,53.523,49.211,37.316,37.027,1.9,2.4690000000000003,10.695,10.243,0.889,0.978,7.049000000000001,7.604000000000001,32.249,27.834,0.493,0.218,12.192,12.104,13.654,13.431,0.5109999999999999,1.268,5.95,5.486,1.0135999999999998,25.916000000000004,24.404,23.588,26.504,2.302,2.425
"2023-12-27 - CAR 5, NSH 2",2023-12-27,CAR,5,NSH,2,Lost,3.0,38.018,55.953,29.498,39.334,2.79,1.8020000000000005,9.081,9.956,1.767,1.225,7.141000000000001,6.514,22.068,36.013,0.2,0.194,8.299000000000001,11.813,9.318,14.239,0.8160000000000001,0.3899999999999999,4.858,5.949,0.9561,21.817,18.455,24.193,25.392,2.131,2.169,3.0,48.592,46.116,35.215,30.623,1.911,1.702,9.625,8.865,1.206,1.093,6.601999999999999,5.65,27.921000000000003,25.163,0.105,0.323,11.473,9.202000000000002,12.842,13.941,0.607,0.311,5.792,5.9030000000000005,1.0055,25.417,22.526,22.804,21.646,2.114,2.047
"2023-12-27 - DAL 1, STL 2",2023-12-27,DAL,1,STL,2,Won,3.0,44.414,50.301,32.392,35.741,2.285,2.475,8.586,7.795,1.3969999999999998,0.889,5.772,5.001,27.62,29.882,0.2,0.507,9.806,11.94,11.709,14.558999999999996,0.694,1.097,6.032,6.452,0.993,22.106,20.309,22.429,25.263,1.998,2.002,3.0,47.027,46.574,34.648,35.106,2.722,2.048,10.258,7.874,1.722,1.073,7.031000000000001,5.8020000000000005,26.994,26.706,0.624,0.183,10.143,11.391,12.22,13.896,0.301,0.7859999999999999,4.964,7.029000000000001,0.9551,23.667,22.463,21.868,25.77,2.296,2.03
"2023-12-27 - COL 4, ARI 5",2023-12-27,COL,4,ARI,5,Won,3.0,46.245,49.325,33.29600000000001,35.416,2.16,2.407,9.401,9.688,1.019,1.42,7.078,6.746,27.619,26.738,0.321,0.302,10.727,10.663,11.173,14.258,0.8160000000000001,0.6809999999999999,5.171,6.7700000000000005,1.0123000000000002,24.149,20.525,23.933,25.202,2.114,2.117,3.0,48.77,43.889,35.31,30.667,1.884,1.882,9.45,8.855,1.084,0.98,5.95,5.775,28.262,24.176,0.0,0.0,10.865,8.839,13.914,13.552,0.775,0.8949999999999999,6.055,4.933,1.0086,24.075,23.296,22.417,20.036,2.102,1.94
"2023-12-27 - WPG 1, CHI 2",2023-12-27,WPG,1,CHI,2,Won,4.0,44.827,52.809000000000005,33.076,38.799,1.197,2.888,9.684,9.152,0.498,1.4460000000000002,5.517,5.762,24.445,31.148,0.295,0.3,9.602,11.771,11.261,15.139999999999995,0.4050000000000001,1.117,5.02,7.583,1.0576,21.661,21.002,24.192,26.152,2.169,2.258,3.0,55.56999999999999,37.733,38.556,27.408,2.382,1.568,12.092,7.033,1.405,0.981,7.304,5.189,30.567,22.739,0.5,0.199,11.168,8.210999999999999,15.6,10.486,0.49,0.392,7.149000000000001,4.101000000000001,0.9908,27.267000000000003,27.723000000000003,17.514000000000003,18.32,2.47,1.567
"2023-12-27 - SEA 2, CGY 1",2023-12-27,SEA,2,CGY,1,Lost,3.0,46.16799999999999,49.551,34.223,33.397000000000006,1.421,1.986,7.671000000000001,10.104,1.215,1.205,5.322,5.596,28.806,29.551,0.093,0.394,11.042,11.032,13.069,12.318,0.105,0.388,5.856,5.207,1.0169,23.647,20.705,22.506,22.948,2.006,1.983,3.0,50.95399999999999,43.993,33.355000000000004,31.538,2.273,1.892,7.756,8.187999999999999,1.487,0.589,5.273000000000001,5.788,29.854,26.981,0.189,0.804,12.371,10.278,14.448000000000002,11.307,0.574,0.499,5.787,5.34,0.9946000000000002,24.869,22.17,19.511,22.413,1.866,1.85
"2023-12-27 - VGK 2, ANA 5",2023-12-27,VGK,2,ANA,5,Won,3.0,51.735,47.152,34.744,35.293,2.204,2.189,8.209,10.66,1.002,1.206,5.097,7.401000000000001,29.369000000000007,26.612,0.594,0.194,11.578,10.861999999999998,14.688,12.762,0.602,0.7899999999999999,5.868,6.021,1.0017999999999998,23.922,22.92,23.436,25.179,1.932,2.483,3.0,45.333000000000006,41.124,33.003,30.126,1.908,1.032,8.86,7.247,0.696,0.504,6.101,4.694,27.118,25.459,0.304,0.111,10.473,9.985,11.707,11.082,0.898,0.409,5.7490000000000006,5.356999999999999,0.9801,23.195,20.533,18.388,21.031,1.996,1.845
"2023-12-27 - SJ 1, LA 5",2023-12-27,SJ,1,LA,5,Won,3.0,55.81,43.211,40.042,30.084,2.964,1.711,11.285,9.322,1.477,1.01,7.325999999999999,6.15,30.519,23.526,0.2009999999999999,0.2,11.186,9.598,17.573,11.315,1.261,0.515,6.593999999999999,4.677,0.9559,26.02,28.682,20.694,21.303,2.6100000000000003,1.981,3.0,41.083,58.370000000000005,28.211,43.464,1.511,1.814,7.353999999999999,10.95,0.69,1.2120000000000002,4.742,6.938,21.831,36.166,0.094,0.418,8.179,15.906,12.27,14.172,0.7110000000000001,0.198,4.498,5.921,0.9831,18.577,19.66,25.064,30.707,1.7470000000000003,2.664
"2023-12-28 - MTL 3, CAR 5",2023-12-28,MTL,3,CAR,5,Won,5.0,50.773,46.57899999999999,35.319,33.569,1.604,1.781,10.141,10.153,0.921,1.488,6.431,6.698,27.774,26.127,0.0,0.0,12.159000000000002,10.273,14.229000000000005,11.175,0.687,0.3,6.217,5.129,1.0098,25.711,24.391,21.361,23.239,2.307,2.108,0.0,36.044,55.096,27.742,38.168,2.294,1.9170000000000005,7.711999999999999,9.952,1.277,1.339,6.095999999999999,6.018,21.313,33.874,0.2,0.194,8.398,11.133,9.119000000000002,15.4,0.8160000000000001,0.3899999999999999,4.783,6.126,0.9781,20.74,16.884999999999998,25.308,24.26,1.848,2.173
"2023-12-28 - PHI 4, VAN 1",2023-12-28,PHI,4,VAN,1,Lost,5.0,47.946,46.95399999999999,32.056,36.92100000000001,1.6689999999999998,2.419,7.821000000000001,9.559,0.964,1.537,4.729,6.743,26.64,27.681,0.2719999999999999,0.2779999999999999,10.24,11.748,15.211000000000002,11.819,0.414,0.611,5.101,5.627,1.014,21.558,23.047000000000004,21.379,25.683,1.932,2.1710000000000003,4.0,41.255,39.997,29.967,29.803999999999995,1.9,3.309,9.041,8.401,1.318,2.084,6.362,5.773000000000001,25.478,22.838,0.0,0.21,8.791,8.718,9.881,11.676,0.615,0.997,4.883,5.034000000000001,1.0684,20.505000000000003,18.974,20.02,20.446,1.989,1.883
"2023-12-28 - LA 2, VGK 3",2023-12-28,LA,2,VGK,3,Won,0.0,42.344,58.620000000000005,28.996,43.936,1.511,2.012,7.52,10.871,0.6900000000000001,1.2120000000000002,4.71,7.204000000000001,23.175,35.71,0.094,0.312,8.497000000000002,15.472,12.164,15.291,0.7110000000000001,0.49,4.702,6.347,0.9891,18.884,19.716,26.075,30.905,1.822,2.728,0.0,51.496,46.859,35.578,33.929,2.694,2.092,8.739,10.335,1.193,1.011,5.736,7.075,28.828000000000003,25.463,0.594,0.194,11.714,9.83,14.65,13.078,0.8939999999999999,0.89,5.9030000000000005,6.285,0.9814,24.809,23.379,23.459,24.09,2.035,2.391
"2023-12-28 - EDM 5, SJ 0",2023-12-28,EDM,5,SJ,0,Lost,5.0,43.664,55.222,30.42,41.07,1.842,2.608,8.290000000000001,13.127,0.927,1.7740000000000002,5.433,8.612,24.828,30.823999999999995,0.2,0.106,9.723,10.81,11.821000000000002,15.525,0.7209999999999999,0.717,4.83,7.089,1.0036,21.218,20.160000000000004,28.693,28.581,1.874,2.894,0.0,56.992,43.46,41.335,29.893,2.9690000000000003,1.404,11.165,8.416,1.378,0.698,7.095000000000001,5.5520000000000005,31.523,24.733,0.2009999999999999,0.2,11.378,10.082,18.324,11.115,1.361,0.515,7.013,4.897,0.9431,26.437,29.309000000000005,19.576,21.349,2.63,1.912
"2023-12-29 - TOR 5, CBJ 6",2023-12-29,TOR,5,CBJ,6,Won,1.0,49.633,48.766,35.281,34.185,2.173,2.404,9.587,10.876,0.985,1.589,6.73,7.617,24.738000000000003,26.685,0.587,0.31,11.059,9.606,14.109,14.447,0.5980000000000001,0.4989999999999999,6.034000000000001,5.602,1.0194,24.937,23.819,25.334,24.205,2.2510000000000003,2.104,1.0,50.08,45.462,35.192,30.8,2.214,1.867,10.369,8.456,1.0219999999999998,1.001,6.728,5.264,27.593,24.794,0.212,0.193,10.915,9.268,14.269,12.893,0.982,0.6779999999999999,5.961,4.908,1.0097,25.003,24.522,21.424,20.497,2.315,1.763
"2023-12-29 - NSH 4, DET 5",2023-12-29,NSH,4,DET,5,Won,1.0,47.481,43.454,33.322,29.205,2.126,1.584,9.981,7.898999999999999,1.422,1.186,6.7010000000000005,5.279999999999999,26.168,23.294000000000004,0.105,0.107,10.593,9.043,13.204000000000002,13.275,0.607,0.311,5.601999999999999,5.714,0.99,24.171,23.18,21.224,21.116,2.127,1.805,5.0,53.61999999999999,40.293,40.027,29.073,2.991,2.187,9.871,6.5,1.905,1.3039999999999998,7.161999999999999,4.822,32.57,24.152,0.595,0.465,12.502,9.181,15.388,11.824,0.483,0.4009999999999999,6.98,4.798,0.9866,27.434,25.145,18.391,20.338,2.212,1.693
"2023-12-29 - NYR 3, FLA 4",2023-12-29,NYR,3,FLA,4,Won,1.0,46.158,45.292,34.719,33.254000000000005,2.52,1.657,8.914,8.477,1.106,0.6890000000000001,5.705,5.667,27.184999999999995,22.802,0.216,0.396,10.789,8.695,12.65,14.743,1.198,0.5940000000000001,6.6370000000000005,7.94,0.9674,24.405,21.568,23.293,23.911,2.274,2.064,1.0,37.326,56.886,29.006,40.214,1.888,1.7009999999999998,8.549000000000001,11.159,1.083,0.693,5.919,6.324,19.544,33.105000000000004,0.0,0.289,7.053,12.753,10.508,15.291,0.812,0.6060000000000001,5.122,6.2490000000000006,0.9613,19.66,19.102,26.418,26.706,1.832,2.619
"2023-12-29 - NJ 6, OTT 2",2023-12-29,NJ,6,OTT,2,Lost,1.0,46.108,47.12,33.199,32.59,2.052,2.0780000000000003,9.353,8.807,1.445,1.0870000000000002,6.165,5.3,23.676,28.622000000000003,0.281,0.2719999999999999,9.146,10.942,12.448000000000002,12.625,0.308,0.705,4.9270000000000005,4.337999999999999,1.0051,22.306,21.791,21.481,21.329,2.014,2.115,1.0,48.609,46.787,33.975,33.214,2.355,2.241,8.884,9.508,1.1910000000000005,1.521,5.635,6.891,28.312,27.31,0.2779999999999999,0.514,10.212,11.297,15.178,10.156,0.884,0.204,6.725,3.915000000000001,1.0019,23.568,24.102,19.672,23.394,1.975,1.883
"2023-12-29 - WSH 1, NYI 5",2023-12-29,WSH,1,NYI,5,Won,1.0,48.385,43.743,36.061,30.096000000000004,2.05,1.48,8.754000000000001,8.088,0.961,0.6970000000000001,5.700000000000001,4.523999999999999,27.737,25.1,0.396,0.295,10.263,9.541,14.02,12.77,0.6980000000000001,0.494,6.553,5.9,0.9763,23.506,22.826,20.816000000000003,20.695,1.933,1.847,1.0,54.533,46.306,38.543,34.983999999999995,2.449,2.375,12.016,9.85,1.221,0.978,8.012,7.267,31.552,27.537,0.493,0.218,11.527,11.747,14.409,11.816,0.716,1.173,6.232,4.819,0.9915,26.36,26.423,21.639,25.107,2.477,2.242
"2023-12-29 - CHI 4, DAL 5",2023-12-29,CHI,4,DAL,5,Won,1.0,56.68399999999999,38.426,39.86,28.053000000000004,2.29,1.662,12.327,7.203999999999999,1.311,1.075,7.302,5.373,31.837,22.943,0.5,0.199,11.844,8.892999999999999,15.207,10.367,0.498,0.392,6.917,3.739,0.9989,27.6,27.645,17.529999999999998,18.726,2.6100000000000003,1.561,1.0,43.947,52.17100000000001,31.623,36.672,2.478,1.987,8.0,8.107,1.3969999999999998,0.899,5.385,5.086,27.756,31.039,0.4009999999999999,0.294,10.347,12.034,11.535,15.244,0.694,0.799,5.869999999999999,6.848000000000001,0.9656,22.101,19.507,23.476,25.7,1.9310000000000005,2.006
"2023-12-29 - COL 2, STL 1",2023-12-29,COL,2,STL,1,Lost,1.0,45.988,47.979,33.494,34.382,2.439,2.3280000000000003,9.777,9.47,1.203,1.3450000000000002,7.384,6.4,27.028,26.478,0.321,0.302,10.105,10.017,11.482,13.889,0.912,0.6809999999999999,4.939,6.595000000000001,0.9981,23.573,21.208,23.341,24.237,2.14,2.006,1.0,47.784000000000006,43.23,35.181,33.494,2.823,2.135,9.565,7.417,1.826,0.967,6.259,5.468999999999999,27.026,25.553,0.624,0.384,10.803999999999998,11.049,13.162,12.58,0.301,0.7859999999999999,5.494,6.995,0.9583000000000002,23.993,22.718,20.078,24.936,2.144,1.906
"2023-12-29 - ARI 2, ANA 0",2023-12-29,ARI,2,ANA,0,Lost,1.0,48.127,44.336,35.487,31.141,2.097,1.863,9.156,9.215,1.299,1.066,6.029,6.163,28.254999999999995,24.565,0.0,0.0,10.808,9.263,13.399,13.315,0.775,0.797,5.923,4.455,0.9929,24.178,22.454,22.586,20.329,2.1,1.954,1.0,44.362,41.43300000000001,31.895,30.632,1.687,1.427,8.854000000000001,7.866,0.696,0.6020000000000001,6.029999999999999,5.178,26.546000000000003,24.649,0.304,0.111,10.032,9.800999999999998,10.574000000000002,10.771,0.6849999999999999,0.701,5.252000000000001,5.109,1.0006,22.064,19.44,18.687,21.085,1.946,1.938
"2023-12-29 - PHI 1, SEA 2",2023-12-29,PHI,1,SEA,2,Won,0.0,48.488,46.082,31.704,36.02,1.548,2.537,7.783999999999999,9.568,1.055,1.644,4.486,6.681,27.26,26.72,0.2719999999999999,0.2779999999999999,10.815,11.12,14.922,11.779,0.205,0.612,4.74,5.566,1.0274,21.369000000000003,22.759,21.307,24.909,1.868,2.156,1.0,46.615,48.777,34.068,32.914,1.2280000000000002,2.097,7.603999999999999,10.485,1.0219999999999998,1.311,5.273,5.845,30.361,28.586,0.093,0.394,11.562,10.422,12.864,11.985,0.105,0.3929999999999999,5.342,5.04,1.0302,23.494,20.458,22.499,22.373,1.907,2.009
"2023-12-30 - MIN 2, WPG 4",2023-12-30,MIN,2,WPG,4,Won,6.0,41.504,48.2,30.392,32.568,1.155,2.224,6.687,8.802,0.5710000000000001,1.516,4.478,5.579,28.017000000000003,25.822000000000003,0.095,0.0,10.417,8.190999999999999,10.948,15.5,0.493,0.691,5.406,6.6370000000000005,1.0567,21.492,17.720000000000002,24.216,21.347,1.625,1.88,2.0,44.349,55.073,32.968,40.568,1.185,2.796,9.331,9.344,0.592,1.253,5.388,5.881,24.883,32.38199999999999,0.295,0.3,10.3,12.528,10.649,16.067,0.3,1.223,4.709999999999999,7.604000000000001,1.0547,21.95,20.017000000000003,25.334,26.955,2.028,2.417
"2023-12-30 - CBJ 2, BUF 3",2023-12-30,CBJ,2,BUF,3,Won,0.0,51.847,45.926,36.513,31.110000000000003,2.427,2.052,10.647,8.498999999999999,1.13,1.186,6.992,5.522,28.591,25.608,0.317,0.282,11.088,8.953,15.308000000000002,12.772,0.982,0.583,6.62,4.792,1.0183,25.987,25.822,21.374,20.351,2.417,1.759,2.0,43.508,48.407,31.186,36.173,1.591,2.5810000000000004,9.467,9.151,0.8969999999999999,0.889,6.017,5.997000000000001,23.054,27.417,0.384,0.471,8.200999999999999,11.515,13.385,14.62,0.309,1.217,5.518,7.704000000000001,1.0168,20.411,22.838,23.825000000000003,26.244,1.929,2.228
