Game,Date,AwayTeam,AwayScore,HomeTeam,HomeScore,HomeResult,a_days_of_rest,a_CA,a_CF,a_FA,a_FF,a_GA,a_GF,a_HDCA,a_HDCF,a_HDGA,a_HDGF,a_HDSA,a_HDSF,a_LDCA,a_LDCF,a_LDGA,a_LDGF,a_LDSA,a_LDSF,a_MDCA,a_MDCF,a_MDGA,a_MDGF,a_MDSA,a_MDSF,a_PDO,a_SA,a_SCA,a_SCF,a_SF,a_xGA,a_xGF,h_days_of_rest,h_CA,h_CF,h_FA,h_FF,h_GA,h_GF,h_HDCA,h_HDCF,h_HDGA,h_HDGF,h_HDSA,h_HDSF,h_LDCA,h_LDCF,h_LDGA,h_LDGF,h_LDSA,h_LDSF,h_MDCA,h_MDCF,h_MDGA,h_MDGF,h_MDSA,h_MDSF,h_PDO,h_SA,h_SCA,h_SCF,h_SF,h_xGA,h_xGF
"2021-11-11 - NYI 0, NJ 4",2021-11-11,NYI,0,NJ,4,Won,3.0,50.787,44.672,36.195,35.148,1.52,2.324,8.419,9.029,0.947,1.486,6.720999999999999,6.598999999999999,24.649,20.518,0.184,0.328,11.755,10.905,15.383,12.628,0.384,0.516,6.108,7.356999999999999,1.0285,25.132,23.909,21.574,25.553,1.869,2.159,1.0,45.608,44.207,32.862,33.137,1.842,1.648,7.040000000000001,8.959,1.221,0.957,5.472,6.961,22.918,22.485,0.105,0.384,9.539,10.996,16.337,12.625,0.517,0.305,7.24,5.159,0.9905,23.04,23.318,21.651000000000003,24.32,1.936,1.96
"2021-11-11 - FLA 2, PIT 3",2021-11-11,FLA,2,PIT,3,Won,1.0,38.334,52.017,28.897,39.012,1.6800000000000002,1.991,8.247,9.825,0.8949999999999999,1.505,6.679,7.828,15.44,23.657,0.4009999999999999,0.106,7.792,11.889,11.782,15.516,0.4,0.382,5.505000000000001,7.479000000000001,0.9939,21.410000000000004,20.138,25.324,28.533,1.8200000000000005,2.216,1.0,43.07000000000001,47.109,32.473,36.61,2.1420000000000003,2.244,8.145999999999999,10.057,1.114,1.461,7.002000000000001,8.523,18.479,22.327,0.205,0.0,9.443,11.762,15.268,12.436,0.8109999999999999,0.774,8.565999999999999,6.2090000000000005,0.9995999999999998,26.054,23.465,22.498,27.97,1.805,2.133
"2021-11-11 - NSH 4, STL 3",2021-11-11,NSH,4,STL,3,Lost,0.0,41.152,39.447,31.258000000000003,30.295,1.636,1.733,7.525,7.026999999999999,1.15,0.934,5.837999999999999,5.339,18.918,17.858,0.088,0.093,9.336,7.57,13.133,14.019,0.3929999999999999,0.69,7.026000000000001,7.218999999999999,1.0146000000000002,22.964,20.642,21.089,20.801,1.7740000000000002,1.7420000000000002,1.0,44.501,46.248,35.465,35.19199999999999,1.653,2.029,10.576,8.581999999999999,1.16,1.026,8.188999999999998,6.997,20.713,19.703,0.2,0.189,10.197,9.102,12.913999999999998,17.698,0.295,0.826,6.137,8.898,1.0162,25.527,23.553,26.207,25.947000000000003,2.208,2.07
"2021-11-11 - SJ 1, WPG 4",2021-11-11,SJ,1,WPG,4,Won,1.0,47.68,40.603,36.347,29.426,1.883,1.8080000000000005,8.043000000000001,7.425,0.7830000000000001,0.994,5.362,5.651000000000001,31.881,24.178000000000004,0.404,0.609,11.607,9.012,13.624,11.719,0.693,0.104,6.5840000000000005,4.794,1.013,25.294000000000004,21.672000000000004,19.111,21.242,2.008,1.59,1.0,44.652,49.861,33.764,36.734,1.47,2.286,9.334,9.892,0.993,1.351,6.718000000000001,7.617999999999999,19.591,24.333,0.188,0.299,9.838,11.048,13.918,15.073000000000002,0.2859999999999999,0.625,6.743,6.335,1.0345,25.078,23.377,24.938,25.941000000000003,2.066,2.247
"2021-11-11 - VAN 1, COL 7",2021-11-11,VAN,1,COL,7,Won,1.0,41.4,39.538,31.415,28.493,1.3039999999999998,1.483,8.6,6.6,0.6020000000000001,0.683,7.1450000000000005,4.428,16.878,19.182,0.089,0.282,9.325,9.966,13.538,11.037,0.6060000000000001,0.506,7.225999999999999,5.376,1.0257,24.541,22.109,17.741999999999997,20.583,1.889,1.4300000000000002,4.0,43.828,44.405,32.191,31.346000000000004,2.364,1.8,6.889,8.967,0.8870000000000001,0.798,5.782,7.286,20.104,17.947,0.291,0.512,10.828,9.162,12.304,14.714,1.187,0.495,6.16,7.409999999999999,0.9801,25.035,19.225,23.658,24.54,1.686,1.906
"2021-11-11 - MIN 2, VGK 3",2021-11-11,MIN,2,VGK,3,Won,0.0,39.15599999999999,47.237,28.978,34.531000000000006,2.406,2.08,6.414,8.827,1.116,1.308,5.224,7.362,18.343,22.061,0.287,0.473,9.113,11.518,11.994,14.009,0.989,0.306,7.057,6.764,0.9648,21.892000000000003,18.379,22.9,26.696000000000005,1.551,1.986,1.0,48.233,48.578,34.626,35.039,1.9040000000000004,1.888,10.691,9.288,1.391,1.086,7.933999999999999,6.421000000000001,18.2,22.714,0.218,0.4009999999999999,8.748000000000001,11.301,15.576000000000002,12.181,0.31,0.4059999999999999,7.838999999999999,6.088,0.9989,25.893,26.302,21.512,25.345,2.402,1.949
"2021-11-11 - ANA 7, SEA 4",2021-11-11,ANA,7,SEA,4,Lost,1.0,44.602,43.078,32.54600000000001,31.566000000000003,1.789,1.764,8.447000000000001,10.165,0.786,1.186,6.368,7.758,20.272,17.544999999999998,0.499,0.095,10.065,9.028000000000002,13.085,12.044,0.5119999999999999,0.489,6.117,5.016,1.0011,23.804,21.55,22.221,23.578,1.932,2.025,1.0,36.091,41.585,27.414,31.375,2.656,2.071,6.706,8.721,1.448,1.002,5.9270000000000005,7.026000000000001,18.487,18.267,0.301,0.195,8.243,7.901999999999999,9.413,13.01,0.913,0.883,4.978,7.269,0.9573,20.065,16.188,21.759000000000004,22.535,1.525,1.899
"2021-11-12 - EDM 2, BUF 3",2021-11-12,EDM,2,BUF,3,Won,0.0,43.429,45.98,33.673,33.011,2.516,2.67,10.597,9.979,1.193,1.767,8.122,7.9,17.144,19.341,0.382,0.2759999999999999,9.04,9.909,12.888,13.566999999999998,0.829,0.594,6.986,5.574,1.0233,25.341,23.586,23.542,24.277,2.074,2.049,3.0,42.915,41.32299999999999,34.177,31.603,2.272,1.874,10.441,7.752,1.188,0.983,7.838000000000001,5.879,19.042,19.612,0.212,0.381,11.802,11.437,11.669,12.281,0.787,0.498,5.663,5.768,0.9898,26.014,22.07,20.119,23.594,2.0900000000000003,1.766
"2021-11-12 - CGY 1, TOR 2",2021-11-12,CGY,1,TOR,2,Won,0.0,38.482,50.282,28.81900000000001,38.014,1.1860000000000002,2.259,7.2440000000000015,8.392,0.7,1.113,5.293,6.26,19.805,22.897,0.287,0.2219999999999999,8.886,11.14,10.493,17.171,0.199,0.908,4.318,8.962,1.0182,19.786,17.86,25.528,27.441000000000003,1.702,2.169,1.0,44.586,49.94199999999999,35.718,35.351,2.2299999999999995,1.775,9.236999999999998,10.301,1.21,1.167,6.832000000000001,8.114,22.029,20.796,0.305,0.095,10.883,8.544,12.587,18.406,0.697,0.499,7.172999999999999,8.609,0.9816,26.735000000000003,21.788,28.842,26.327,2.009,2.316
"2021-11-12 - PHI 2, CAR 1",2021-11-12,PHI,2,CAR,1,Lost,1.0,45.259,44.92100000000001,34.727999999999994,33.001,1.379,2.015,10.372000000000002,7.700999999999999,0.8009999999999999,0.904,8.009,6.314,19.157,20.518,0.177,0.212,10.391,10.263,13.520999999999995,12.642,0.395,0.899,6.109,7.670999999999999,1.0222,25.22,23.902,20.315,25.573,2.19,1.961,2.0,36.043,44.606,27.597,33.209,0.891,2.099,7.223000000000001,9.549,0.603,1.094,5.872,7.125,15.782999999999998,18.786,0.095,0.506,8.791,10.174,10.082,11.984,0.193,0.517,4.964,5.565,1.039,20.458,17.372999999999998,21.599,24.178,1.713,2.015
"2021-11-12 - WSH 4, CBJ 3",2021-11-12,WSH,4,CBJ,3,Lost,0.0,41.169,42.844,29.018,34.182,1.684,2.562,7.454000000000001,10.203,0.794,1.245,5.502,7.063999999999998,16.990000000000002,17.406,0.5820000000000001,0.426,8.92,9.297999999999998,13.149,12.814000000000002,0.301,0.8949999999999999,6.1,6.412000000000001,1.0263,21.337,20.725,22.997,23.783,1.673,2.044,5.0,47.197,43.262,36.118,31.456,1.6939999999999995,1.874,9.571,8.081,0.5,0.698,7.417,6.174,19.406,17.16,0.378,0.513,10.347,9.377,15.705000000000002,14.332,0.799,0.689,8.456,5.939,1.016,26.802,25.262,22.447,23.05,2.1990000000000003,1.8009999999999995
"2021-11-12 - ARI 1, CHI 2",2021-11-12,ARI,1,CHI,2,Won,1.0,49.768,35.429,36.264,27.252,2.1260000000000003,1.27,9.964000000000002,5.955,1.313,0.5940000000000001,7.5,4.932,24.192,16.16,0.3,0.2759999999999999,11.724,7.993,11.623,10.595,0.5,0.3969999999999999,5.975,5.892,0.9892,25.907,21.528,16.701,19.877,1.981,1.388,2.0,49.002,35.575,35.861000000000004,26.5,2.6260000000000003,1.256,8.075,6.564,1.716,0.8620000000000001,7.340000000000001,4.666,20.923,14.727,0.211,0.107,10.666,7.499,16.847,11.502,0.72,0.283,7.82,5.9030000000000005,0.9644,26.837,24.99,18.122,18.926,2.172,1.454
"2021-11-13 - TOR 5, BUF 4",2021-11-13,TOR,5,BUF,4,Lost,0.0,45.288,49.943,36.17,35.402,1.911,1.587,9.310999999999998,10.080000000000002,1.21,0.982,6.7010000000000005,7.779000000000001,21.355,19.697,0.094,0.095,10.464,8.655999999999999,12.964,18.574,0.593,0.499,7.578,9.010000000000002,0.9857,26.79,22.251,28.767000000000003,26.498,1.953,2.294,0.0,44.448,40.16,34.713,30.542,2.061,1.777,10.126,7.215999999999999,1.082,0.978,7.532999999999999,5.418,19.74,18.854000000000003,0.212,0.292,11.800999999999998,10.977,12.369,12.133,0.6819999999999999,0.498,5.864,5.589,0.9986,26.129,22.481,19.42,22.68,2.132,1.682
"2021-11-13 - PIT 3, OTT 6",2021-11-13,PIT,3,OTT,6,Won,1.0,43.67700000000001,46.06,33.096,35.882,1.9630000000000003,2.22,8.044,9.955,0.8290000000000001,1.3409999999999995,7.073,8.648,19.072000000000003,21.41,0.205,0.0,9.739999999999998,11.324000000000002,15.633,12.451,0.92,0.869,8.51,6.089,1.0076,26.344,23.757,22.411,27.46400000000001,1.813,2.059,1.0,50.92700000000001,39.632,37.219,30.635,2.475,1.863,8.016,8.102,1.336,0.8950000000000001,6.021,5.501,24.919000000000004,18.795,0.636,0.458,11.991,8.525,17.325,12.564,0.515,0.49,8.621,7.544000000000001,0.9994,27.933,25.312,20.764000000000003,22.689,2.11,1.789
"2021-11-13 - MTL 2, DET 3",2021-11-13,MTL,2,DET,3,Won,1.0,40.399,43.458,28.769,30.656,1.825,1.581,7.711,9.841,1.3210000000000002,0.7849999999999999,5.373,6.945,18.467,18.692,0.199,0.218,10.153,9.565,11.732,13.54,0.295,0.585,5.025,6.042,0.9917,21.538,19.444,23.459,23.413,1.672,2.005,1.0,48.49,38.948,36.968,30.573,1.893,1.919,11.758,9.689,1.09,1.425,8.13,7.461,19.815999999999995,15.28,0.293,0.107,10.59,8.842,13.413999999999998,11.742,0.493,0.412,6.728,6.146,0.997,26.759,25.159,21.541,23.469,2.292,2.118
"2021-11-13 - FLA 2, TB 3",2021-11-13,FLA,2,TB,3,Won,1.0,37.572,51.892,28.274,39.607000000000006,1.768,2.0,7.982000000000001,9.796,0.8880000000000001,1.411,6.448,7.673999999999999,15.183000000000002,22.922,0.4009999999999999,0.106,7.521000000000001,11.836,11.756,16.532999999999998,0.495,0.5,4.8870000000000005,8.096,0.9869,20.319,19.83,26.336,28.815,1.7759999999999998,2.237,3.0,37.24,41.86899999999999,27.84,32.705,1.2879999999999998,1.899,6.306,8.987,0.583,1.097,5.046,5.699,18.457,21.291,0.304,0.295,8.322,10.294,12.383,13.228,0.3889999999999999,0.503,6.654999999999999,6.384,1.0179,20.711,18.770000000000003,22.153,23.102,1.506,1.95
"2021-11-13 - BOS 5, NJ 2",2021-11-13,BOS,5,NJ,2,Lost,1.0,37.934,46.88,28.73,36.282,2.176,1.586,6.531999999999999,7.674999999999999,1.4,0.6020000000000001,4.728,5.220000000000001,17.241,23.035,0.376,0.5900000000000001,9.434,13.338,12.451,14.114,0.3809999999999999,0.3969999999999999,6.127000000000001,6.606,0.9538,21.505000000000003,19.018,21.777,27.24,1.468,1.96,1.0,47.606,44.407,34.171,33.12,1.7409999999999997,1.5539999999999998,7.247,8.249,1.1170000000000002,0.761,5.669,6.444,24.012,22.481,0.105,0.384,10.682,11.225,17.041999999999998,13.262,0.517,0.4049999999999999,7.339,5.566999999999999,0.9919,24.33,24.237,21.547,24.311,2.047,1.863
"2021-11-13 - STL 2, CAR 3",2021-11-13,STL,2,CAR,3,Won,1.0,46.379,47.588,36.659,35.622,1.6830000000000005,1.584,10.642,8.693999999999999,1.079,0.7969999999999999,8.114,6.757000000000001,20.991000000000003,19.593,0.305,0.189,10.248,9.364,14.748,18.425,0.3019999999999999,0.607,7.166,9.23,1.0039,26.511000000000003,25.465000000000003,27.055,26.487,2.233,2.061,0.0,36.821000000000005,44.206,28.519,32.498,1.0059999999999998,1.982,7.819,9.502,0.718,1.188,6.136,6.837999999999999,15.956,18.624,0.095,0.506,8.402,10.089,10.004,11.473,0.193,0.307,4.921,5.123,1.0304,20.31,17.877000000000002,21.061,23.664,1.844,2.029
"2021-11-13 - NYR 5, CBJ 3",2021-11-13,NYR,5,CBJ,3,Lost,4.0,50.28,37.147000000000006,38.346,27.398000000000003,1.851,1.347,9.418,7.343999999999999,1.1629999999999998,0.4109999999999999,6.915000000000001,5.296,20.168,15.916,0.0,0.0,9.052,6.648999999999999,18.024,11.512,0.6839999999999999,0.923,8.657,5.107,0.9973,25.977,27.519,18.851,17.706,2.243,1.5779999999999998,0.0,46.211,44.116,35.408,32.155,2.014,1.664,8.416,8.998999999999999,0.5,0.7899999999999999,6.367,6.811,20.071,16.863,0.378,0.282,10.997,8.821000000000002,14.964,14.476,1.113,0.589,8.711,5.996,0.9947,26.714,23.321,23.546,23.22,2.082,1.898
"2021-11-13 - ARI 1, NSH 4",2021-11-13,ARI,1,NSH,4,Won,0.0,47.236,35.535,34.237,26.882,1.915,1.1780000000000002,9.612,6.639999999999999,1.313,0.5940000000000001,7.514,5.290000000000001,22.577,15.958999999999998,0.3,0.188,10.898,7.977000000000001,11.194,10.321000000000002,0.298,0.3969999999999999,5.831999999999999,5.369,0.9931,24.866,20.751,17.103,19.415,1.924,1.436,1.0,43.069,40.814,31.971000000000004,31.089,1.612,1.949,7.981999999999999,7.431,1.138,1.035,6.055999999999999,5.417,19.347,17.665,0.088,0.198,9.957,7.507,13.541,15.299,0.384,0.696,7.148000000000001,7.691,1.0265,24.097,21.516,22.784,21.191,1.806,1.8080000000000005
"2021-11-13 - PHI 2, DAL 5",2021-11-13,PHI,2,DAL,5,Won,0.0,46.927,45.468,35.742999999999995,33.464,1.373,1.6309999999999998,10.507,7.834,0.793,0.8160000000000001,7.784999999999999,6.011,19.838,21.175,0.177,0.105,10.864,10.374,13.989,12.31,0.395,0.704,6.199,7.572,1.0105999999999995,25.840000000000003,24.53,20.124,25.247,2.218,2.02,2.0,43.359,41.88,30.81,31.283000000000005,1.702,1.104,8.270999999999999,8.151,0.998,0.7959999999999999,5.58,6.186,19.411,18.26,0.183,0.094,9.26,8.97,11.924,13.639,0.4939999999999999,0.207,6.313999999999999,7.273999999999999,0.9664,22.533,20.145000000000003,21.865,23.476,1.673,1.757
"2021-11-13 - LA 2, WPG 3",2021-11-13,LA,2,WPG,3,Won,1.0,44.9,43.222,33.404,33.885,1.2029999999999998,1.895,10.318,8.51,0.6980000000000001,1.302,7.229000000000001,6.808,20.982,24.209,0.0,0.199,8.873,10.7,15.967,13.467,0.5,0.391,7.308,7.0920000000000005,1.0234,24.424,26.313,21.985,25.163,2.198,1.985,1.0,45.012,52.05800000000001,34.013,38.817,1.391,2.253,9.459,11.685,0.915,1.542,6.51,8.562,20.201,25.425,0.188,0.289,9.587,11.211000000000002,13.826999999999998,15.713,0.2859999999999999,0.416,6.105,6.001,1.0300999999999998,24.261000000000003,23.4,27.382,26.729,2.127,2.486
"2021-11-13 - SJ 2, COL 6",2021-11-13,SJ,2,COL,6,Won,1.0,49.367,41.783,37.81,30.721,2.075,1.813,9.367,7.925999999999999,0.974,0.999,6.239,5.642,31.885,24.456,0.499,0.609,12.083000000000002,9.388,14.024,11.846,0.5980000000000001,0.104,6.402000000000001,4.263999999999999,1.0079,26.292,23.397,19.749,21.382,2.196,1.674,1.0,43.451,43.276,31.931,31.411,2.364,1.807,7.081999999999999,8.785,0.989,0.607,5.686999999999999,7.401999999999999,19.521,17.528,0.291,0.5109999999999999,10.550999999999998,8.714,12.452,14.087,1.0870000000000002,0.693,6.254,7.413000000000001,0.9796,24.641,19.575,22.866000000000003,24.46,1.723,1.878
"2021-11-13 - VAN 4, VGK 7",2021-11-13,VAN,4,VGK,7,Won,1.0,41.934,39.497,31.937,27.945,1.323,1.372,8.23,6.048,0.416,0.679,6.85,3.7,16.281,18.661,0.106,0.282,8.966,9.241,14.65,11.992,0.8039999999999999,0.4009999999999999,7.595000000000001,5.74,1.0226,24.391,22.79,18.204,19.521,1.884,1.407,1.0,47.189,48.102,33.864,34.21,1.794,1.899,10.44,9.001,1.184,0.997,7.610000000000001,6.406000000000001,17.497,22.062,0.218,0.4009999999999999,8.135000000000002,10.728,15.746,12.328,0.407,0.502,7.896000000000001,6.322,0.9968,24.82,26.257,21.33,25.192,2.336,1.937
"2021-11-13 - MIN 4, SEA 2",2021-11-13,MIN,4,SEA,2,Lost,1.0,39.916,45.571000000000005,29.85,33.315,2.379,2.097,6.875,8.317,1.215,1.124,5.814,6.734,17.812,21.365,0.182,0.473,9.054,10.802,12.165,13.324000000000002,0.972,0.508,7.128,6.4,0.9813,22.903,18.995,21.716,24.975,1.625,1.921,1.0,38.263,42.524,28.655,31.977,2.494,2.256,6.475,8.267,1.259,0.993,5.566999999999999,6.587000000000001,19.964,18.867,0.527,0.195,9.135,8.078,10.178,13.666999999999998,0.7180000000000001,1.089,5.3420000000000005,7.806999999999999,0.9763,21.039,16.695,22.002,22.807,1.53,1.83
"2021-11-14 - MTL 2, BOS 5",2021-11-14,MTL,2,BOS,5,Won,0.0,41.593,42.29299999999999,30.367,30.702,2.012,1.399,7.767,9.414,1.3210000000000002,0.687,5.569,7.096000000000001,18.536,18.423,0.288,0.216,9.892,9.898,12.424,13.172,0.39,0.501,5.722,6.039,0.9736,22.364,20.169,22.689,24.092,1.687,1.971,0.0,38.819,45.208,29.418,35.864999999999995,1.98,1.6030000000000002,7.125,7.069,1.3,0.618,4.775,5.011,17.390000000000004,22.437,0.376,0.5900000000000001,9.678999999999998,13.2,12.7,13.516,0.295,0.3969999999999999,6.061000000000001,6.252000000000001,0.9657,21.617,19.923,20.518,26.467,1.532,1.947
"2021-11-14 - CGY 4, OTT 0",2021-11-14,CGY,4,OTT,0,Lost,1.0,39.639,50.664,30.185,38.992,1.091,2.257,7.467999999999999,9.333,0.792,1.219,5.505,6.661,20.044,22.841,0.287,0.111,9.013,11.123,11.605,17.052,0.0,0.908,5.202,9.17,1.0253,20.924,19.176,26.337,28.221,1.796,2.253,0.0,51.293000000000006,38.879000000000005,38.141000000000005,29.929,2.575,2.061,7.891,8.385,1.235,1.183,5.6850000000000005,6.015,24.707,17.451,0.636,0.458,12.418,8.818999999999999,17.214,11.861,0.7150000000000001,0.3949999999999999,8.675,7.069,1.0055,28.212,25.1,20.347,22.831,2.148,1.821
"2021-11-14 - NJ 3, NYR 4",2021-11-14,NJ,3,NYR,4,Won,0.0,47.257,45.853,34.104,33.811,1.636,1.7439999999999998,6.995,8.129999999999999,1.118,0.8540000000000001,5.751,6.294,24.151,23.702,0.105,0.384,10.830000000000002,11.45,16.515,13.494,0.413,0.508,7.103999999999999,6.048,1.0046,24.534,23.471,21.659,24.767000000000003,2.029,1.89,0.0,50.102,38.253,38.221,28.744,1.945,1.657,9.844,8.158,1.162,0.625,7.077,6.208,20.958,17.063,0.095,0.188,9.663999999999998,7.616,16.628999999999998,10.841,0.6839999999999999,0.818,7.965999999999999,4.917,1.0003,26.098000000000003,26.586,18.971,19.388,2.328,1.634
"2021-11-14 - PIT 1, WSH 6",2021-11-14,PIT,1,WSH,6,Won,0.0,45.204,46.443,34.24,36.204,2.155,2.03,8.845,9.655,1.015,1.148,7.491,8.122,20.09,21.711,0.205,0.0,10.271,11.361,15.35,12.722,0.92,0.8709999999999999,8.428,6.555,0.9941,27.198,24.254,22.439,27.366,1.945,2.116,1.0,42.127,42.237,30.041000000000004,33.614,1.966,2.556,7.567,9.173,0.98,0.924,5.849,6.376,17.519,18.351,0.67,0.52,8.827,9.695,13.449000000000002,12.211,0.301,1.105,6.426,6.664,1.0144,21.933,21.097,21.403,23.865,1.709,1.862
"2021-11-14 - EDM 5, STL 4",2021-11-14,EDM,5,STL,4,Lost,1.0,41.522000000000006,46.707,32.596999999999994,33.189,2.383,2.389,10.71,9.486,1.367,1.581,8.358,7.572,16.022,20.312,0.288,0.181,8.662,10.695,12.004,13.529000000000002,0.723,0.594,6.549,5.3,1.0141,24.829,22.818,23.012,24.671,2.019,1.987,0.0,44.685,45.456,35.282,34.297999999999995,1.778,1.478,9.965,7.729999999999999,0.985,0.6910000000000001,7.224000000000001,5.81,20.867,19.521,0.4,0.189,10.34,9.225,13.897,17.293,0.3969999999999999,0.607,6.489,8.708000000000002,0.9961,24.679,23.935,24.956,24.902,2.092,1.966
"2021-11-14 - VAN 1, ANA 5",2021-11-14,VAN,1,ANA,5,Won,0.0,41.777,40.782,32.371,28.923,1.707,1.577,8.407,7.178999999999999,0.7060000000000001,0.989,7.002,4.607,16.506,18.521,0.106,0.282,8.907,9.364,14.412,12.788,0.9,0.296,7.796000000000001,6.269,1.0051,24.687,22.726,20.126,20.966,2.001,1.62,2.0,44.06699999999999,44.522,32.435,32.583000000000006,1.7880000000000005,2.193,8.316,9.724,0.693,1.2919999999999998,6.139,7.519,20.202,18.15,0.499,0.428,10.191,8.984,12.704,13.012,0.618,0.489,6.344,5.896,1.0125,23.727,21.086,22.698,24.166000000000004,1.93,2.016
"2021-11-15 - NYI 1, TB 4",2021-11-15,NYI,1,TB,4,Won,3.0,49.495,46.48,35.655,36.262,1.338,2.016,8.249999999999998,8.423,0.852,1.1760000000000002,6.648999999999999,6.494,24.548,22.522,0.184,0.328,11.663,11.711,14.856,13.76,0.294,0.516,5.926,7.747999999999999,1.0199,24.791,23.213,22.139,26.679,1.7919999999999998,2.154,1.0,38.217,40.053,28.637,31.9,1.3969999999999998,1.897,6.945,8.532,0.684,1.097,5.472,5.537,18.763,21.429,0.304,0.307,7.624,10.024,13.424,12.988,0.396,0.503,7.093999999999999,6.661,1.0142,20.788,20.506,21.465,22.85,1.609,1.894
"2021-11-15 - DET 3, CBJ 5",2021-11-15,DET,3,CBJ,5,Won,1.0,49.878,39.324,38.229,30.981,1.916,1.577,12.045,9.451,0.907,0.997,8.364,7.162000000000001,20.241,15.762,0.398,0.196,11.346,8.543,14.139,11.369,0.599,0.4019999999999999,7.262,5.821,0.9952,28.292,26.158,20.941000000000003,22.859,2.3310000000000004,1.993,1.0,46.625,43.866,36.501,32.775,2.3240000000000003,1.7579999999999998,9.336,9.706,0.7140000000000001,0.881,7.278999999999999,7.357000000000001,20.255,17.037,0.5660000000000001,0.377,11.634,8.983,14.466,13.71,1.0079999999999998,0.493,8.624,5.989,0.9901,28.171,23.733,23.504,23.97,2.148,2.055
"2021-11-16 - NSH 0, TOR 3",2021-11-16,NSH,0,TOR,3,Won,2.0,40.684,39.753,30.449,31.135,1.2280000000000002,2.0340000000000003,6.900999999999999,7.135000000000001,0.754,0.929,5.164,5.133,18.879,17.453,0.088,0.105,9.908,7.741000000000001,12.705,14.961,0.384,0.989,7.019000000000001,8.033,1.0459,23.022,19.663,22.075,21.410000000000004,1.592,1.8010000000000002,2.0,46.092,49.845000000000006,36.801,35.806,1.701,1.911,8.751000000000001,9.904,1.017,0.987,6.043,7.705000000000001,23.058,20.203,0.183,0.206,11.477,8.904,12.627999999999998,18.016,0.5,0.709,6.909999999999999,9.137,1.0045,26.407,21.397,27.981,26.775,1.8860000000000003,2.281
"2021-11-16 - NYI 1, FLA 6",2021-11-16,NYI,1,FLA,6,Won,0.0,46.901,46.871,34.643,36.604,1.134,2.122,8.504,9.034,0.75,1.282,6.906999999999999,6.886,22.624,22.069,0.184,0.328,11.377,11.998,14.36,13.919999999999998,0.196,0.516,5.2,7.478,1.028,24.043,22.995,22.886000000000003,27.105,1.745,2.1990000000000003,2.0,37.589,52.209,28.294,39.403000000000006,1.867,2.102,8.203,9.555,0.8880000000000001,1.411,6.386,7.551,16.114,23.33,0.507,0.106,7.565,11.55,12.089,17.587,0.495,0.602,5.188,8.693000000000001,0.9857,20.315,20.375,27.181,28.975,1.765,2.199
"2021-11-16 - MTL 2, NYR 3",2021-11-16,MTL,2,NYR,3,Won,1.0,41.474,44.217,31.041999999999994,32.008,1.812,1.509,7.981,9.853,1.219,0.586,5.6930000000000005,7.436999999999999,18.712,19.625,0.288,0.321,10.574,10.521,12.273,13.114,0.295,0.606,5.7700000000000005,5.679,0.9898,23.299,20.27,23.03,24.914,1.767,2.028,1.0,51.717,39.739,38.643,29.496,2.06,1.727,10.224,8.591,1.369,0.799,7.142,6.313000000000001,23.032,18.926,0.095,0.188,9.946,8.581,16.489,10.394,0.5879999999999999,0.7130000000000001,7.838000000000001,4.456,0.9946,26.324,26.814000000000004,18.973000000000003,20.571,2.353,1.737
"2021-11-16 - CGY 1, PHI 2",2021-11-16,CGY,1,PHI,2,Won,1.0,38.271,49.684000000000005,29.472,38.335,0.996,2.259,6.489,9.138,0.6990000000000001,1.217,4.7170000000000005,6.7,20.219,23.3,0.287,0.111,9.431,11.127,11.144,16.069,0.0,0.915,5.022,8.672,1.0319999999999998,20.357,17.717,25.144,27.578000000000003,1.6380000000000003,2.2060000000000004,2.0,45.785,45.726000000000006,35.049,34.246,1.3610000000000002,1.346,10.189,8.139,0.779,0.727,7.501,6.015,19.272,21.582,0.177,0.105,10.096,10.982,13.728,11.925,0.395,0.515,6.013,6.968000000000001,0.9934,24.462,23.887,20.091,25.289,2.13,2.006
"2021-11-16 - BUF 2, PIT 1",2021-11-16,BUF,2,PIT,1,Lost,2.0,44.843,39.767,34.942,30.853,2.273,2.06,9.621,6.478,1.0799999999999998,1.0710000000000002,7.383,5.188000000000001,20.383,19.458,0.323,0.381,11.59,10.947,12.761,11.762,0.787,0.601,6.266,5.506,1.0021,26.074,22.375,18.299,22.301,2.075,1.641,1.0,47.029,45.523,35.17999999999999,35.959,2.445,2.039,9.302,9.709,1.308,1.16,7.364999999999999,8.046,21.742,21.088,0.205,0.0,11.308,11.451,15.073999999999998,12.621,0.909,0.8709999999999999,8.324000000000002,6.6530000000000005,0.9854999999999998,27.794,24.423,22.408,27.415,2.025,2.1060000000000003
"2021-11-16 - ARI 3, STL 2",2021-11-16,ARI,3,STL,2,Lost,2.0,45.89399999999999,32.878,33.88,25.2,1.996,1.1780000000000002,9.574,6.125,1.206,0.5940000000000001,7.479999999999999,4.86,21.432,14.504,0.195,0.188,10.122,7.568,11.442,9.831,0.591,0.3969999999999999,6.106,5.384,0.9864,24.34,20.942,16.107999999999997,18.508,1.939,1.325,1.0,44.858,45.062,35.05200000000001,34.807,1.892,1.5610000000000002,9.412,7.915999999999999,0.884,0.588,6.684,5.626,21.309,19.453000000000003,0.4,0.277,10.788,9.42,14.203,17.063,0.607,0.7030000000000001,6.786999999999999,8.934999999999999,0.9953,24.839,23.663,24.938,25.122,1.999,2.021
